ui,vi,wi
-24.22,-47.36,-11.21
-23.05,-2.52,-11.12
-24.12,-2.58,-10.79
76.8,-2.98,-10.76
74.68,-3.81,-10.32
24.93,-0.54,28.22
-76.78,-3.24,1.86
25.15,-2.19,-23.4
-23.08,-0.93,-11.16
-20.2,-1.09,-11.68
-70.19,-1.07,1.27
-20.39,-1.26,-11.33
30.09,-0.54,0.6
-20.29,-0.27,-11.9
34.22,-1.38,0.49
32.51,-1.82,0.59
31.15,-0.96,0.49
31.69,-3.55,-0.08
34.7,-2.42,0.05
36.14,1.21,0.51
36.73,-4.12,-1.02
31.29,-1.04,-0.08
81.49,-2.96,-12.97
33.1,-0.65,-25.85
33.41,1.04,0.52
34.27,-0.73,0.35
34.97,1.09,0.63
34.76,-0.54,0.76
32.94,-2.1,1.04
-13.71,-1.22,-11.87
37.41,-1.41,1.27
36.46,-0.68,0.85
36.77,-1.85,0.68
84.54,0.65,-11.77
35.67,-1.26,0.76
33.25,0.48,-0.31
-63.27,-1.56,-1.22
-13.31,2.17,-13.35
-15,-48.75,-13.18
36.82,-0.71,-25.99
-15.86,52.74,-12.81
-13.95,0.57,-12.79
38.38,2.84,0.13
37.65,2.94,-0.43
37.31,1.49,-0.46
33.48,2.94,-0.13
32.21,3.05,0.08
-19.29,-1.1,-13.59
-16.64,0.92,-12.16
35.53,2.11,0.82
81.69,2.15,14.4
33.57,1.72,1.76
35.96,1.47,1.72
33.5,0.54,1.18
34.92,1.92,0.92
34.18,0.74,0.96
35.74,-1.65,0.44
34.09,-1.54,0.38
33.21,-0.81,0.41
33.93,-1.56,0.3
35.03,2.87,0.38
86.71,0.35,-12.59
83.27,-0.68,-12.53
-65.53,0.28,-0.08
36.66,0.4,-25.7
-15.33,46.81,-13.36
-15.42,-2.69,-11.73
38.85,-1.7,0.52
37,-0.35,1.24
36.64,-1.27,1.53
36.95,-0.52,1.29
37.18,-0.93,1.2
36.64,-0.76,1.36
37.27,-0.87,0.71
35.64,0,0.76
34.7,-0.37,0.31
35.55,-0.15,0.27
34.56,0.71,0.27
35.06,1.54,0.13
36.48,-0.65,0.03
34.9,0.27,-0.1
34.22,3.61,0.35
-16.88,3.02,-12.87
36.95,2.08,0.63
84.5,-0.32,-11.73
-11.71,-1.76,12.81
-17.1,-2.53,-11.23
-13.71,-52.2,-12.35
-12.78,-0.87,-12.51
-18.16,-1.78,-12.62
-11.94,-0.3,-13.07
33.5,1.77,0.6
82.76,2.37,-11.52
36.52,2.27,-25.29
-14.21,-0.63,-12.56
35.89,0.6,0.2
35.15,1.15,0.6
35.98,-0.15,0.32
83.93,-0.27,-11.87
-64.98,0.24,0.46
-63.87,1.16,-0.17
34.94,-1.96,0.55
-17.68,-0.88,-12.83
131.5,49.27,1.09
-14.62,-49.16,-11.96
34.61,1.32,1.26
34.63,-1.38,1.35
36.77,-1.22,1.04
36.61,-0.89,1.09
37.04,-0.94,0.65
35.64,-0.65,0.98
36.12,-0.35,0.81
33.52,-0.19,1.09
35.74,0.21,1.09
37.29,-0.68,0.8
38.19,0.65,0.71
37.83,-2.94,0.7
36.62,0.13,0.87
37.31,0.2,0.24
34.58,-0.38,0.65
83.34,-0.4,-11.33
33.14,1.25,-24.07
35.83,1.33,1.42
-14.41,-0.94,-11.62
33.52,0.49,1.57
35.67,0.46,1.53
36.71,0.06,1.48
35.58,-0.27,0.87
34.63,-0.26,0.41
31.6,-0.28,0.88
32.69,0.3,0.74
35.6,3.39,0.31
34.38,0.6,0.71
35.73,0.06,0.55
34.63,2.89,0.82
38.6,1.97,-0.26
33.3,3.1,1.13
-18.58,3.05,-13.19
-16.27,0.66,-12.44
33.86,0.34,-24.59
34.9,0.74,0.98
34.52,1.64,1.3
31.02,0.96,0.71
34.81,2.41,-0.31
78.65,0.44,-11.56
32.12,3.24,-25.09
79.11,3.13,12.5
33.45,2.17,0.03
35.46,2.86,-0.38
34.29,3.33,-0.86
33.91,0.52,-1.11
33.43,3.04,-1.11
-17.91,3.81,11.81
31.31,1.32,-0.43
32.37,1.42,0.68
39.28,-0.86,0.92
-62.91,1.38,0.82
-14.27,-0.08,13.56
-16.87,0.86,-12.02
-16.12,0.63,-11.68
-13.35,-0.81,-12.16
37.5,3.94,0.06
37.14,3.39,-0.31
37.49,3.44,-0.31
85.11,3.95,-12.98
84.27,0.98,-13.54
-19.16,-0.8,-14.12
-16.42,2.3,-15.04
35.19,2.04,-26.98
34.27,2.67,-0.63
-14.48,-0.94,-13.63
-16.52,0.76,-14
83.99,-0.21,11.54
32.55,-2.78,-1.66
32.85,-4.05,-1.51
32.35,-0.55,-1.48
33.37,1.4,-1.47
36.8,2.29,-1.7
34.67,2.09,-2.04
34.41,1.95,-1.76
35.06,0.68,-2.27
33.82,0.88,-1.87
35.89,0.55,-1.74
37.58,0.28,-2.15
36.8,-0.54,-2.94
37.56,-0.03,-3.42
34.56,1.2,-3.07
31.34,-0.03,-2.85
30.59,3.68,-2.69
31.61,2.31,-2.67
33.19,3.68,-2.51
32.13,2.97,-2.08
34.22,-0.96,-2.52
34.68,1.22,-2.63
33.82,1.52,-3.02
33.73,0.98,-2.6
32.65,2.77,-2.92
31.63,2.34,-3.33
31.7,0.15,-3.53
-16.3,1.49,-17.26
34.43,3.46,-2.98
32.13,1.03,-3.35
33.55,0.93,-3.72
32.35,-1.76,-3.26
31.04,0.81,-2.74
29.21,-1.15,-2.85
31.09,-1.18,-2.37
32.44,-1.2,-2
33.93,0.65,-1.92
33.21,1,-1.98
31.6,-0.68,-2.2
30.91,-2.71,-2.41
32.83,1.36,-2.11
79.11,1.54,-13.89
-20.18,0.27,10.77
-68.98,-0.35,-2.16
-18.78,-0.99,-14.66
-14.32,1.09,-13.54
32.62,0.93,-1.6
33.32,-0.08,-1.54
78.03,0.24,-13.8
-71.43,-1.3,-2.19
26.12,-0.8,-0.54
25.51,1.38,-25.88
-71.99,54,-0.6
-15.09,-0.74,-13.57
-14.65,-0.06,-13.71
30.97,-2.64,-0.55
-22.02,0.93,-12.78
28.45,-0.63,0.01
-18.82,0.88,-13.43
-20.04,-0.2,-13.16
33.46,-1.94,-0.52
33.37,-0.21,-0.2
33.84,-0.98,-1.08
-19.52,-0.71,12.06
33.36,-4.01,-1.75
31.54,-3.57,-2.63
33.25,0.03,-2.4
-20.64,-3.9,10.9
77.91,-5.37,-14.39
-23.95,-2.18,-14.03
-25.85,-2.87,-13.65
27.82,-1.64,-0.24
28.31,-1.4,0.43
32.01,-1.15,0.54
26.69,-5.4,0.87
-22.41,1.52,-11.56
29.96,-2.89,1.4
33.61,0.27,1.84
34.58,-2.56,0.63
32.65,-2.43,0.73
35.62,-2.54,0.27
82.09,-2.07,-12.44
32.22,-0.1,-0.4
-21.13,-3.44,-13.53
-19.84,-4.06,-13.28
-18.71,-2.75,-11.94
-16.36,-2.82,-11.46
84.68,-1.74,14.05
34.5,-0.41,1.32
35.17,-0.12,0.97
36.01,0.43,0.34
84.16,2.17,-11.93
33.75,5.04,0.15
33.21,5.97,0.08
30.41,3.26,0.54
-20.29,0.65,-12.73
-18.18,0.48,12.59
-19,0.74,-12.99
-20.64,3.68,-13.08
-19.53,0.65,-12.84
-18.06,1.92,-12.65
30.82,2.19,0.57
33.14,2.69,0.43
33.12,-0.46,0.27
32.37,-0.15,0.15
31.58,-0.78,0.01
-14.38,-1.97,11.63
85.58,-1.99,-13.47
-70.41,-1.2,-0.77
-18.65,-3.29,-13.36
-19.91,-3.18,-13.31
82.74,-1.16,12.69
79.15,-2.77,11.69
84.07,-1.53,12.16
31.67,-1.88,-0.1
33.39,-1.68,-0.1
33.86,1.7,0.15
32.44,0.87,-0.63
33.5,0.27,-0.68
33.32,1.63,-0.71
31.7,-0.4,-1
30,1.18,-0.65
32.64,-0.49,-0.32
32.01,2.49,-0.41
31.72,-2.48,-0.54
32.46,-1.7,-0.82
31.27,0.41,-0.49
34.41,0.15,-1.65
39.71,0.08,-2.72
38.92,-1.35,-2.96
31.99,-1.1,-3.33
-73.18,-4.32,-3.33
-23.29,-7.06,-14.8
32.98,2.89,-26.96
32.64,-2.44,25.04
33.05,0.62,-1.74
-15.71,0.59,-14.46
31.31,-2.49,-2.19
29.66,-0.83,-1.75
29.82,-0.21,-1.55
32.51,-1.38,-2.04
32.69,-0.82,-1.26
34.67,-1.66,-1.92
33.73,-0.91,-2.52
35.83,0.27,-2.75
84.39,0.03,-15.12
33.95,0.44,-3.4
80.94,-0.05,-15.1
35.12,-2.98,-2.41
-16.7,-1.26,-14.32
33.07,-1.15,-0.89
34.38,-1.71,-1.05
34.31,-0.48,-1.05
35.91,-1.05,-0.89
34.4,-0.63,-0.74
33.75,-1.2,-1.03
-16.14,-0.48,10.23
-13.7,0.83,-15.45
-12.12,-0.93,-15.41
35.8,-0.62,-28.45
-66.11,-0.71,-3.24
-16.03,0.27,-15.96
32.01,0.21,-28.18
-64.24,1.07,-3.42
-113.96,0.03,9.13
-15.18,-0.74,-15.06
85.57,1.2,11.28
-16.23,0.37,-14.57
34.49,1.9,-1.64
34.59,3.42,-1.03
85.69,3.95,12.2
35.74,-0.71,-27.2
84.06,2.1,-13.39
86.62,-0.41,-14.67
85.53,-0.52,-14.14
-64.45,0.93,-1.51
-67.15,3.42,-1.21
-70.03,0.65,-1.7
-31.85,0.98,-10.45
-70.77,-0.52,-1.72
33.16,-0.13,-26.66
-70.09,-2.7,-0.26
-68.01,-3.64,-0.81
35.03,-0.71,-0.3
36.88,-1.43,-1.43
34.4,-2.51,-1.6
32.57,-2.74,-2.11
32.44,-2.84,-1.84
32.31,-5.04,-2.44
83.67,-0.98,-14.31
-72.18,-1.09,-1.49
27.12,1.52,-0.03
-21.08,6.37,-12.34
-16.44,2.48,-11.55
31.63,1.52,0.86
32.01,2.16,0.52
32.82,-2.06,0.2
33.41,1.04,0.57
32.42,2.98,0.63
32.37,-1.64,0.27
30.97,2.3,0.99
30.36,-0.41,0.62
31.63,0.35,0.06
32.1,1.42,0.73
32.44,-1.42,0.55
30.57,1.97,1.09
29.26,-0.35,0
28.99,-0.08,0.03
30.59,1.27,0.2
29.62,0.92,-0.23
-17.35,-4.14,-14.2
32.91,-5.29,-1.15
31.43,-4.52,-1.49
33.61,-4.39,-1.82
32.31,-4.39,-1.81
78.7,-2.62,-15.19
-20.35,-2.06,-15.46
31.02,-2.98,-2.09
31.69,-1.87,-1.86
31.54,-1.96,-2.11
29.55,-0.24,-1.89
33.1,1.05,-2.08
29.89,-0.52,-1.3
-21.42,-6.12,11.33
-21.44,-1.05,-15.08
-19.13,-5.04,-15.17
31.69,-2.29,-27.3
-20.25,0.17,-15.07
-20,-0.81,-14.95
29.08,-2.3,-2.11
29.51,-0.08,-1.93
28.6,-0.89,-1.95
29.51,-0.23,-1.61
30.45,-2.85,-1.64
31.38,1.14,-2.33
31.95,-0.1,-2.66
32.78,0.48,-2.96
28.02,0.93,-2.12
78.22,-1.53,-14.95
27.81,-2.09,-2.92
-19.55,-2.38,-15.03
31.61,-1.96,-2.05
26.32,-2.99,-2.14
28.04,1.2,-1.89
28.61,-0.44,-2.44
28.08,1.22,-2.69
32.44,0.19,-1.97
30.95,-0.38,-2.98
31.02,1.48,-2.92
30.32,-0.12,-2.92
29.55,0.87,-3.02
28.6,0.68,-3.05
28.83,-2.08,-2.85
29.03,2.99,-2.55
-21.69,-0.57,-15.28
29.94,-0.19,-2.25
28.99,-0.15,-2.52
30.57,0.35,-2.4
28.96,-1.2,-2.74
29.37,0.03,-2.54
27.66,-1.26,-3.08
28.76,-0.2,-3.37
30.09,-1.59,-3.22
28.56,-1.15,-3.5
29.01,-1.04,-3.73
26.69,-2.45,-3.44
74.75,-2.22,-15.18
26.03,-2.17,-2.58
26.6,-5.57,-2.52
29.94,-0.03,-2.32
28.79,-3.42,-2.56
28.4,-0.78,-2.42
28.88,-3.22,-2.69
27.41,-3.94,-2.72
28.15,-3.73,-2.84
25.9,-3.55,-2.93
27.68,-2.04,-2.59
26.62,-2.63,-2.05
76.84,-2.17,-14.71
-22.06,-4.8,-14.91
-22.39,-4.16,-14.83
27.99,-2.98,-1.97
-22.75,-2.06,-15.28
27.72,0.63,-2.06
26.91,-0.26,-2.45
27.37,0.27,-2.31
-20.18,-0.68,-15.9
-22.46,-3.33,-15.91
-20.61,-3.5,-15.45
-21.53,-3.31,-15.91
-22.3,-3.33,-15.87
29.69,-1.54,-2.49
80.59,-0.26,10.48
30.18,-1.88,-2.42
30.01,-2.75,-2.69
29.82,-1.88,-2.42
32.08,0.21,-3.51
78.78,0.1,-15.62
-19.41,0.44,9
-18.88,1.31,8.78
-19.3,0.82,-16.61
-21.37,1.81,-16.42
-20.79,-0.37,-16.47
-24.09,-1.92,-16.5
-78.71,-2.32,-3.04
25.85,1.2,-3.33
-76.66,-1.09,-3.04
-21.22,0.97,-14.97
-23.29,1.21,-15.53
27.12,1.08,-2.85
-23.45,0.63,-15.83
-21.52,1,-16.39
-24.53,-0.59,-16.74
25.35,0.38,-4.03
24.63,-2.37,-4.14
24.79,-2.99,-4.16
23.98,-5.24,-3.53
-28.94,-2.97,9.52
-31.9,-4.89,-15.11
-29.35,-0.74,-14.32
-25.56,0.68,-12.75
77.7,-4.6,13.5
-22.61,-1.03,-12.12
27.32,-5.79,0.31
28.7,-3.33,0.54
28.58,-51.96,-0.38
-21.59,-53.78,-13.01
-72.58,-4.25,-0.96
-22.37,-7.6,-12.8
-24.04,-5.68,-12.43
-22.95,-6.17,-12.18
-24.37,-6.04,-12.3
24.88,-4.23,0.97
25.58,-2.16,1.46
28.33,-3.29,1.37
26.57,-1.19,1.37
27.52,-1.78,1.21
28.74,-1.15,0.28
30.25,-2.91,-0.3
27.12,-2.59,-0.26
74.79,-2.59,-12.79
-24.92,-3.08,12.54
-74.91,-3.53,-0.28
-69.59,-0.31,0.65
-71.96,-1.16,-0.21
28.81,-2.28,0.23
-19.75,-2.84,12.25
-19.76,-1.25,-13.45
80.47,-1.86,12.71
33,-1.27,-26.71
26.51,-0.49,-26.32
-21.46,-0.41,-14.33
79.35,0.6,-13.92
32.78,-0.68,-1.4
30.09,-0.83,-1.3
31.81,-1.97,-1.19
78.57,-0.3,-13.71
-20.92,2.15,12.13
-20.94,1.55,-14.56
30.1,0.98,-1.54
28.09,0.93,-0.98
29.6,-0.52,-1.64
26.06,-1.88,-0.63
28.16,0.99,-0.97
28.15,-2.78,-0.21
-21.87,-1.97,12.61
27.09,-5.44,26.26
29.57,-5.86,0.63
33,-4.5,-0.24
-18.42,-6.39,-13.67
33.3,-6.84,-0.98
32.03,-4.47,-1.32
31.18,-5.16,-1.53
30.88,-5.6,-1.67
29.91,-3.55,-1.95
28.04,-6.01,-1.25
26.69,-7.68,-1.35
28.09,-6.8,-0.81
30.03,-7.06,0.12
-21.86,-5.95,-13.16
29.85,-4.91,-25.9
31.95,-3.18,-1.31
30.55,-6.01,-1.46
29.78,-6.94,-1.11
-20.97,-2.84,11.45
79.57,-1.97,11.72
80.82,-1.71,11.58
29.49,0.99,-1.49
30,0.23,-1.47
29.26,-0.76,-1.63
23.71,-2.31,-0.43
-24.18,-0.63,-13.69
27.34,-0.57,-25.72
-18.82,-1.36,-13.71
-16.03,-1.32,-14.8
-17.56,4.3,-15
-22.01,1.3,-15.74
-21.77,0.63,-15.23
27.63,-1.89,-2.21
29.35,-1.37,-1.38
29.87,-4.34,-1.52
31.31,-2.73,-1.42
28.83,-1.94,-0.65
29.12,-3.75,-1.6
29.58,-0.21,-1.75
-19.88,-3.2,-14.3
31.06,-0.32,-1.48
30.18,-4.34,-1.72
32.4,-0.85,-2.17
-20.54,-2.54,10.98
25.63,-1.68,-0.93
-23.04,1.31,-15.09
-19.92,-0.89,-14.85
26.98,0.31,-0.88
28.22,-0.88,-1
31.49,-0.44,-1.04
30.88,3.95,0.01
81.87,-2.74,-12.6
30.39,-0.87,-0.12
32.91,-0.74,-0.62
-71.9,-3.77,-0.41
-25.45,-2.51,-12.81
-21.52,53.74,-13.06
-19.05,-0.27,-12.59
32.64,-1.79,-0.31
31.45,1.1,-0.94
33.28,0.24,-1.88
31.04,0.66,-1.75
30.72,-0.98,-1.61
29.66,-1.38,-1.64
34.07,-3.53,-2.73
27,0.38,-1.2
-25.61,-1.3,11.38
26.82,0.1,-0.03
79.04,-1.1,13.27
-23.11,-0.74,-13.21
-20.83,2.21,-12.54
-19.91,-1.19,-12.25
29.01,-0.35,0.46
24.68,-0.3,0.8
29.85,-2.44,0.17
28.15,-3.75,-0.06
28.7,1.25,0.27
28.65,0.37,0.88
30.18,-0.65,0.59
78.4,-2.07,13.13
28.83,1.09,0.54
-17.73,2.87,12.6
29.01,3.07,26.6
30.3,2.98,-24.5
-19.33,2.29,-12.3
30.77,5.71,0.52
-69.37,3.26,-0.23
133.07,4.21,-0.65
-22.24,4.87,-13.35
-71.96,2.93,-0.12
-75.3,0.01,0.55
80.22,1.15,13.43
-20.16,2.38,-12.22
-17.04,3.11,12.84
29.8,6.01,0.87
29.01,3.73,0.93
-20.73,3.07,-13.25
28.27,3.68,0.07
29.39,3.07,-0.06
30.28,3.7,-0.15
29.37,2.96,0.2
28.06,3.92,0.34
27.75,4.82,0.98
28.24,-0.49,0.8
26.01,1.89,0.65
28.06,0.78,1.08
28.29,2.6,0.89
28.79,1.15,0.94
28.79,-1.11,0.63
30.66,-0.49,0.49
28.54,-0.31,0.54
-22.65,-1.29,13.27
27.07,-2.7,0.51
-23.26,2.12,-12.87
79.12,3.17,13.72
79,0.54,12.95
32.73,0.57,-0.03
30.88,1.72,0.1
33.16,2.97,-0.91
34.07,-0.3,-0.92
-18.5,-1.87,11.33
33.28,-1.1,-1.22
-21.22,-0.06,10.74
-73.12,-0.62,-1.11
-70.98,-0.31,-1.83
-22.06,0.43,-14.29
-19.61,-1.4,-13.41
-21.54,-3.42,-13.87
-67.98,-2.61,-1.04
-69.41,-1.3,-0.65
-18.77,1.2,-12.83
34.25,0,-0.8
33.27,-0.63,-0.66
33.5,2.76,-0.7
-19.04,1.75,12.12
35.46,1.55,24.5
36.43,2.85,-0.83
-19.85,2.72,11.34
-70.13,0.17,-1.19
-18.49,-0.99,-14.41
33.3,-0.37,-25.96
-12.96,1.7,-14
-16.38,2.16,-13.94
82.92,1.53,-13.74
34.88,3.97,-0.83
83.66,2.47,-13.07
-16.62,0.13,-13.54
-21.46,1.64,12.97
-17.65,-0.2,12.47
-69.48,-2.36,-0.52
-20.7,1.81,-11.77
-20.09,3.35,-12.71
32.04,1.86,0.43
-17.47,-0.24,-12.38
82.17,4.78,12.59
33.66,-0.93,-0.52
29.55,1.66,-0.07
-20.17,1.81,-13.81
32.17,3.4,-0.21
35.74,-0.51,0.12
34.38,-0.41,-0.15
34.95,0,-1.13
31.45,-0.66,-0.63
34.74,-0.03,-1
85.08,0.27,-14.15
-72.2,-1.68,-0.71
-18.8,-0.08,-13.43
-17.88,-1.6,12.72
34.76,-0.65,-26.01
-15.11,-0.77,-14.09
35.6,0.23,-1.29
-67.18,0.66,-1.25
-15.71,-53.21,-14.79
-15.95,1.99,-14.56
32.31,1.75,-1.33
31.76,-3.35,-1.33
-16.65,-1.31,-14.49
34.56,1.78,-0.87
33.88,-2.29,-1.76
33.23,-2.48,-1.63
31.13,-1.77,-1.41
32.13,-0.63,-2.05
-17.52,-1.86,10.79
81.65,-1.61,-13.92
-18.18,49.48,-14.41
33.79,-2,-0.93
34.81,-0.46,-0.62
34.76,1.42,-0.68
34.11,1.54,-1.79
33.7,0.19,-1.1
33.91,1.24,-1.3
33.55,-0.78,-1.56
30.25,-0.46,-0.77
32.13,-3.62,24.57
-15.48,-0.12,-13.48
-15,0.6,-12.99
-14.27,-2.3,-14.4
-14.15,-0.74,-13
35.13,-1.24,-0.86
32.85,-0.86,-0.66
33.41,-0.07,-0.94
34.34,0.41,-1.24
83.96,-3.35,-14.09
33.23,-5.84,-1.21
83.21,-2.22,12.83
32.8,-2.59,-0.38
33.52,-1.94,0.07
32.78,-2.85,-0.37
38.24,-2.38,-1.51
33.3,0.63,-0.66
34.02,1.81,-1.16
-17.09,0,-13.89
-14.98,-1.76,-13.56
33.79,-0.41,-1.37
32.31,-1.87,-0.91
31.86,0.91,-0.26
30.91,-0.07,-0.68
-17.03,0.26,-14.09
32.19,-0.8,-0.68
33.32,-3.15,-1.14
34.76,-1.22,-0.82
35.24,1.35,-1.37
34.13,1.78,-1.27
34.29,2.93,-1.86
34.34,0.96,-2
32.35,2.42,-1.85
34.58,0.93,-2.2
34.04,0.96,-2.08
35.53,-0.87,-2.37
35.29,0.66,-2.97
34.11,-0.21,-2.64
31.94,0.08,-2.41
33,-2.8,-2.37
34.27,0,-2.2
35.44,-0.52,-1.97
33.61,-1.05,-2.26
33.07,-0.71,-2.31
33.03,-0.05,-2.26
34.56,-1.48,-2.3
35.51,-0.98,-2.93
32.73,-0.82,-2.15
31.22,-2.08,-1.68
32.64,-2.19,-1.73
32.17,-0.38,-1.88
34.38,-0.07,-1.52
35.46,-0.73,-1.82
34.59,-0.66,-1.75
33,-0.76,-1.93
31.45,-2.28,-2.14
31.9,-2.91,-2.09
33.73,-2.19,-2.19
32.12,-0.01,-2.89
-14.91,-1.97,-15.2
34.59,0.54,-2.41
32.94,-0.06,-2.93
33.57,-0.38,-3.06
33.66,-2.39,-3.26
33.55,0.27,-3.08
32.8,-0.13,-2.99
32.65,-1.78,-2.45
32.4,0.3,-2.56
34.7,0.49,-2.61
33.34,2.51,-2.49
33.28,2.65,-2.96
34.07,-0.43,-3.75
32.15,1.14,-2.97
-66.39,0.92,-3.88
35.83,-2.23,-3.88
-19.32,0.31,-16.41
-16.92,0.3,-16.31
-16.68,0.3,-16.42
-21.52,-3.24,-15.09
-18.78,1.43,-15.88
-19.38,1.79,-16.16
32.71,1.35,-2.92
33.03,-0.24,-3.39
34.27,2.34,-2.36
33.36,0.35,-2.84
30.97,-0.13,-3.11
32.96,2,-3.7
31,0.35,-3.13
32.4,0.57,-3.94
29.96,0.13,-2.96
28.58,2.47,-2.71
-19.48,-0.81,9.88
-22.14,-0.41,-15.51
-72.93,1.75,-1.71
29.22,0.43,-1.32
29.6,2.92,-1.78
81.3,1.13,11.46
26.35,0.94,-0.76
31.54,2.04,-1.62
-20.93,1.27,-13.42
29.78,2.26,-0.82
30.59,1.26,-0.38
-21.81,2.5,-13.19
27.75,3.9,-0.08
-20.22,6.08,-13.57
-20.12,5.13,-12.54
-21.67,1.7,-13.45
83.74,-0.41,12.54
34.7,-0.49,-0.74
34.34,2.39,-1.02
-17.7,2.27,11.9
-21.9,3.66,12.47
-69.38,1.43,-1.63
-18.97,2.87,-14.51
-18.63,5.95,-13.77
34.65,-1.41,-0.71
32.87,0.59,-1.36
31.99,2.42,-0.98
33.55,1.33,-2.22
35.17,1.49,-2.65
34.22,-0.8,-3.03
31.07,-1.55,-2.97
-17.29,-2.32,-14.62
31.83,-2.69,-27.03
31.45,1.04,-1.37
34.04,2.03,-0.68
35.19,-0.01,-0.43
-20.78,0.94,-12
28.08,7.32,0.82
27.77,5.62,0.57
-19.12,5.92,-12.37
83.96,4.58,13.85
33.19,4.06,1.63
32.87,3.84,1.15
31.16,1.15,1.48
31.31,1.4,1.78
31.4,1.57,0.71
-65.85,1.89,0.41
30.25,2.42,0.68
-18.77,0.2,-12.6
-22.84,3.39,13.86
-22.22,7.2,12.78
-18.55,5.13,-13.41
30.12,-0.08,-26.37
-22.14,-2.84,-13.48
-22.55,-0.6,-14.41
-71.17,1.48,0.28
-21.2,3.26,-12.5
31.47,1.36,0.19
-24.17,3.18,-12.53
28.06,4.19,0.35
29.26,4.28,0.08
28.11,5.16,0.43
32.12,2.33,0.35
31.49,1.83,0.74
29.53,2.97,1.51
-21.01,4.23,-10.99
78.49,2.94,15.8
-19.04,-1.07,-10.18
30.79,-2.3,2.38
29.78,-2.84,1.98
30.77,-1.55,2.03
31.9,-1.13,2.29
31.9,-0.31,1.37
30.54,0.93,1.75
30.55,-3.51,1.7
28.63,-1.26,2.23
31.04,-0.21,2.05
32.82,2.7,1.38
35.85,0.54,0.98
37.32,0.46,-0.37
36.34,-0.7,-1.53
35.42,-2.51,-1.52
32.12,-1.2,-1.04
32.33,-3.97,-1.7
30.12,-1.87,-1.43
30.32,0.13,-1.16
81.22,-6.49,-12.42
35.08,-51.38,25.36
-14.65,-3.03,-13.07
-13.79,-2.41,-12.55
35.78,-53.27,-0.44
-11.9,0.1,-14.63
-66.64,-48.82,-1.14
-11.4,-3.48,-13.37
-13.26,-4.41,-13.69
-14.39,-2.3,-14.28
-67.57,-1.92,-1.27
33.77,-1.7,-0.35
-14.73,-2.21,-13.48
84.17,-2.14,12.96
-64.88,-1.56,-1.31
34.43,-1.97,-0.74
36.95,-0.1,-1.31
34.65,-1.48,-1.31
32.37,3.05,-0.83
36.39,1.27,-1.02
87.11,-1.32,11.8
35.19,-2.3,-0.6
35.83,-2.69,-0.43
-17.46,-3.42,-12.38
33.12,-3.03,0.1
37.59,-1.54,0.52
38.02,-0.77,0.03
37.38,-2.49,0.12
-10.75,-1.31,11.9
35.12,-3.99,-26.06
-16.47,-0.1,-13.78
-15.53,-3.75,-14.3
86.04,-2.12,11.94
-14.07,-1.15,-14.42
36.59,-0.55,-2.18
33.93,-3.64,-1.98
34.61,-2.17,-2.04
33.79,-1.92,-1.7
34.25,-2.39,-1.57
28.49,-1.52,-0.38
82.37,2.96,13.23
82.27,0.59,13.87
33.66,-0.6,0.68
35.35,0.35,0.73
33.45,-2.54,0.13
33.8,-4.01,0.37
36.37,-2.01,-0.43
36.44,-2.58,-0.46
32.15,-2.39,-0.83
33.57,-0.01,-1.05
35.19,-0.27,-0.99
33.48,-0.65,-0.71
33.75,-2.11,-1.15
33.07,0.86,-1.19
34.27,-1.88,-1.68
34.79,-2.07,-1.26
35.51,-2.75,-1.99
-17.99,-1.04,-14.05
31.36,-4.14,-1.86
29.39,-2.88,-1.67
30.57,-5.18,-0.97
33.3,-4.74,-0.93
34.34,-2.41,-0.21
34.97,-4.54,-0.76
34.38,-4.08,-0.71
36.41,-3.29,-1.21
34.58,-3.29,-0.98
33,-1.64,-0.91
31.06,-3.22,-1.4
30.59,-4.43,-0.08
31.97,-5.66,0.3
35.96,-4.45,0.32
33.79,-4.89,0.17
35.56,-4.41,-0.52
33.3,-4.5,0.06
32.85,-3.24,-0.65
31.58,-3.07,-0.82
34.16,-0.43,-1.51
32.53,-4.56,-1.54
-17.06,-5.2,-14.54
82.27,-5.09,12.24
30.52,-5.4,-0.83
31.4,-5.53,-0.59
-67.18,-4.58,-1.65
33.5,-3.46,-1.09
32.85,-5.49,-0.65
-15.79,-1.68,-13.49
32.1,-4.6,0.35
32.67,-4.01,0.57
31.15,-5.73,-25.08
31.43,-3.99,0.65
81.04,-6.15,13.19
-17.85,-2.92,-12.16
-67.39,-5.62,-0.98
31.11,-2.23,0.1
28.29,1.81,0.48
-19.74,-4.78,-12.92
-15.54,-6.3,-12.77
31.94,-4.69,0.63
80.69,-4.83,-12.8
80.58,-7.6,-13.3
-18,-2.96,-13.49
32.46,-2.95,-1.09
30.09,-3.61,-0.77
31.47,-1.97,-0.65
31.07,-5.57,-0.76
33.23,-4.19,-0.46
32.15,-4.96,-0.85
31.34,-4.54,-0.63
31.51,-4.78,-0.76
30.01,-4.56,-1.42
26.06,-5.18,-0.63
28,-4.91,-0.1
28.97,-4.17,0.2
30.05,-2.19,0.97
30.03,-3.2,0.93
26.19,-0.12,-24.43
-22.31,-2.61,-11.41
-19.22,-1.97,-10.46
30.07,-3.77,2.19
31.36,-3.73,2.56
80.48,-3.95,15.16
-17.29,-0.35,-10.93
34.68,-48.76,-25.24
-68.34,-2.78,-0.1
29.08,-0.7,0.17
