uf,vf,wf
34.85,-0.1,-1.25
32.755,-0.83,-0.995
31.7075,-1.195,-0.8675
30.66,-1.56,-0.74
31.495,-0.715,-0.575
32.33,0.13,-0.41
33.62,-2.84,-0.76
33.5,-0.83,-0.54
32.94,-1.48,-1.08
31.83,-0.65,-1.14
30.27,-2.1,-1.08
32.245,-1.39,-0.895
34.22,-0.68,-0.71
34.4,-0.245,-0.78
34.58,0.19,-0.85
31.22,-1.24,-1.08
33.31,-1.645,-0.59
34.355,-1.8475,-0.345
34.8775,-1.9488,-0.2225
35.4,-2.05,-0.1
34.36,-0.55,-0.87
33.28,-2.59,-1.09
33.64,-0.63,-0.27
32.46,-3.75,-0.6
32.12,-2.05,-0.49
33.77,-3.28,-0.74
33.5,-1.75,-0.86
32.04,-2.3,-0.51
32.33,-4.12,-0.57
34.0,-0.15,-1.2
33.41,-1.54,0.21
35.105,-0.205,0.335
35.9525,0.4625,0.3975
36.3762,0.7962,0.4288
36.8,1.13,0.46
35.465,1.085,0.13
34.13,1.04,-0.2
37.13,-2.5,-0.62
34.31,-3.42,0.1
35.21,-3.03,-0.74
35.64,-1.25,-0.21
35.17,-1.78,-0.09
34.7,-2.31,0.03
32.31,0.0,0.43
34.86,-0.63,-0.21
35.43,-0.86,0.415
35.715,-0.975,0.7275
35.8575,-1.0325,0.8838
35.9288,-1.0612,0.9619
35.9644,-1.0756,1.001
35.9822,-1.0828,1.0205
35.9911,-1.0864,1.0303
36.0,-1.09,1.04
36.61,-1.64,0.76
36.0,-1.36,0.46
34.18,-2.07,0.73
32.35,-0.81,1.22
31.56,-1.02,0.71
36.37,1.96,1.86
36.23,0.7,1.11
37.63,-1.41,0.57
37.415,-0.075,0.475
37.2,1.26,0.38
36.73,-0.51,-0.12
36.82,0.11,-0.49
36.865,0.42,-0.675
36.8875,0.575,-0.7675
36.91,0.73,-0.86
33.77,0.28,-0.28
31.9,2.16,-0.43
32.49,-1.66,-0.74
32.85,-2.86,-0.74
33.21,-4.06,-0.74
33.66,-2.785,-0.525
33.885,-2.1475,-0.4175
33.9975,-1.8288,-0.3638
34.0538,-1.6694,-0.3369
34.0819,-1.5897,-0.3234
34.11,-1.51,-0.31
34.11,0.06,-0.37
34.11,1.63,-0.43
35.53,1.61,-0.04
36.24,1.6,0.155
36.595,1.595,0.2525
36.95,1.59,0.35
35.78,-1.47,-0.49
35.8,-0.73,-0.46
34.84,-0.37,-0.615
34.36,-0.19,-0.6925
34.12,-0.1,-0.7312
34.0,-0.055,-0.7506
33.94,-0.0325,-0.7603
33.91,-0.0213,-0.7652
33.895,-0.0156,-0.7676
33.8875,-0.0128,-0.7688
33.88,-0.01,-0.77
34.97,0.0,-1.03
34.86,-0.88,-1.53
34.18,-1.7,-1.84
35.87,-2.42,-2.19
32.55,-2.42,-1.81
33.59,-2.88,-1.53
36.34,-1.81,-2.2
34.38,-2.08,-2.64
33.185,-0.99,-2.425
31.99,0.1,-2.21
32.4,-1.15,-2.94
31.38,-2.14,-2.76
34.61,1.53,-2.77
34.81,0.57,-2.08
35.32,2.09,-1.99
35.575,2.85,-1.945
35.7025,3.23,-1.9225
35.7662,3.42,-1.9112
35.83,3.61,-1.9
35.44,0.89,-2.22
34.92,-1.16,-2.61
33.71,-0.31,-2.69
37.11,-4.25,-3.08
34.0,3.37,-2.05
24.93,2.7,-0.7
27.355,1.23,-0.21
29.78,-0.24,0.28
31.72,-0.41,0.63
33.82,-1.07,1.09
33.71,-1.37,1.22
33.46,-0.86,0.87
34.74,-1.59,0.31
36.28,2.45,-0.03
34.36,1.09,-0.38
33.66,-0.31,-1.7
35.62,-1.42,-1.13
30.3,-3.11,-1.04
31.7,0.54,-1.22
32.79,-0.95,-1.11
33.335,-1.695,-1.055
33.6075,-2.0675,-1.0275
33.7438,-2.2538,-1.0138
33.8119,-2.3469,-1.0069
33.846,-2.3934,-1.0034
33.863,-2.4167,-1.0017
33.88,-2.44,-1.0
31.43,-2.94,-0.6
31.92,-2.5,-0.1
31.79,-0.06,0.01
33.88,-1.26,0.15
33.655,-1.565,0.485
33.43,-1.87,0.82
38.01,-1.7,0.0
36.635,-2.065,0.38
35.9475,-2.2475,0.57
35.26,-2.43,0.76
35.755,-1.525,0.625
36.25,-0.62,0.49
36.79,-0.6,0.27
34.05,-1.215,0.32
31.31,-1.83,0.37
33.91,0.35,-0.3
37.16,-1.09,-0.52
36.07,-0.38,-1.05
30.91,1.56,-0.2
32.69,-1.62,-0.98
32.3,-1.31,-0.6
31.605,-1.285,-0.225
31.2575,-1.2725,-0.0375
31.0838,-1.2662,0.0562
30.9969,-1.2631,0.1031
30.9534,-1.2616,0.1266
30.91,-1.26,0.15
33.22,-1.37,-0.115
34.375,-1.425,-0.2475
34.9525,-1.4525,-0.3137
35.2412,-1.4662,-0.3468
35.3856,-1.4731,-0.3634
35.4578,-1.4766,-0.3717
35.4939,-1.4783,-0.3758
35.53,-1.48,-0.38
34.54,-0.03,-0.15
32.89,-1.89,0.05
31.94,-1.31,0.35
33.28,-1.98,-0.65
33.81,-0.83,-0.76
34.075,-0.255,-0.815
34.2075,0.0325,-0.8425
34.2738,0.1763,-0.8562
34.3069,0.2482,-0.8631
34.3234,0.2841,-0.8666
34.34,0.32,-0.87
30.09,-0.76,-1.04
32.69,-2.52,-0.98
30.86,1.95,-0.21
36.41,4.08,0.43
32.98,2.55,-0.59
32.39,-0.6,-0.87
33.34,-1.065,-0.405
34.29,-1.53,0.06
34.22,0.13,-0.35
35.69,-0.42,-0.205
36.425,-0.695,-0.1325
37.16,-0.97,-0.06
33.05,-0.41,-0.83
34.09,-0.77,-0.57
33.28,-3.75,-0.92
33.88,-2.74,-0.49
34.73,-2.045,-0.53
35.155,-1.6975,-0.55
35.3675,-1.5238,-0.56
35.58,-1.35,-0.57
35.48,-0.575,-0.585
35.38,0.2,-0.6
35.87,0.03,-2.01
34.9,-1.7,-1.15
34.92,-0.305,-0.385
34.93,0.3925,-0.0025
34.935,0.7413,0.1888
34.9375,0.9156,0.2844
34.9388,1.0028,0.3322
34.9394,1.0464,0.3561
34.9397,1.0682,0.368
34.94,1.09,0.38
35.225,0.86,0.035
35.3675,0.745,-0.1375
35.4388,0.6875,-0.2238
35.4744,0.6587,-0.2669
35.4922,0.6444,-0.2884
35.5011,0.6372,-0.2992
35.5056,0.6336,-0.3046
35.5078,0.6318,-0.3073
35.5089,0.6309,-0.3086
35.5094,0.6304,-0.3093
35.51,0.63,-0.31
36.68,-2.72,-0.65
35.51,-3.18,-0.31
34.16,0.65,0.66
36.43,0.81,0.46
36.86,0.4,0.57
37.9,-0.4,0.0
37.83,0.86,-0.41
35.46,-0.06,-0.31
37.97,1.72,-1.04
36.01,0.57,-1.05
35.89,-0.76,-1.41
32.73,0.4,-0.965
29.57,1.56,-0.52
32.39,2.18,-1.26
34.245,0.625,-1.32
36.1,-0.93,-1.38
37.59,-0.63,-1.09
34.47,-0.03,-0.71
34.13,2.45,-0.99
36.61,1.19,-0.74
36.8,-0.96,-0.7
36.91,-1.54,-0.8
36.59,1.25,-0.73
37.11,0.99,-1.3
36.985,0.165,-1.035
36.9225,-0.2475,-0.9025
36.8912,-0.4538,-0.8362
36.86,-0.66,-0.77
36.995,0.025,-0.71
37.13,0.71,-0.65
35.94,-0.07,-0.68
35.96,-0.59,-1.32
39.07,-0.17,-1.3
37.86,0.41,-1.44
37.18,1.59,-1.87
37.47,-0.68,-2.72
34.45,-1.19,-1.87
36.5,0.89,-1.73
37.09,0.54,-2.26
37.86,0.52,-3.22
37.2,1.32,-3.31
35.01,-0.48,-3.37
32.19,1.57,-2.8
36.12,0.78,-3.66
35.4,0.805,-3.355
35.04,0.8175,-3.2025
34.68,0.83,-3.05
33.21,2.84,-2.96
33.075,1.775,-3.165
32.94,0.71,-3.37
34.08,1.93,-2.925
35.22,3.15,-2.48
33.82,2.49,-3.15
32.78,2.19,-3.06
33.07,2.32,-2.82
32.26,5.46,-2.52
31.45,3.37,-2.36
30.41,2.03,-2.41
30.75,3.35,-2.54
32.015,2.98,-1.97
32.6475,2.795,-1.685
32.9638,2.7025,-1.5425
33.1219,2.6562,-1.4712
33.201,2.6331,-1.4356
33.2405,2.6216,-1.4178
33.2602,2.6158,-1.4089
33.2701,2.6129,-1.4044
33.28,2.61,-1.4
33.7,2.12,-1.42
33.93,1.25,-1.36
35.53,2.03,-1.42
35.78,1.32,-1.81
33.255,1.765,-1.48
31.9925,1.9875,-1.315
31.3612,2.0988,-1.2325
31.0456,2.1544,-1.1912
30.8878,2.1822,-1.1706
30.8089,2.1961,-1.1603
30.7694,2.203,-1.1551
30.73,2.21,-1.15
32.115,2.53,-0.905
33.5,2.85,-0.66
31.43,2.98,-0.62
33.0,1.47,-0.55
32.06,0.6,-0.77
32.92,-1.64,-0.87
31.34,-1.35,-0.2
30.98,-2.99,-0.7
35.98,-1.63,-0.12
33.91,-1.09,-0.6
34.4,-2.4,-0.63
34.74,-0.63,-1.16
34.54,1.66,-0.81
34.61,-1.42,-1.15
33.25,-0.76,-1.76
34.92,1.09,-1.42
34.9,-0.8,-1.7
34.04,-2.66,-2.1
30.21,0.01,-1.53
31.02,-1.42,-2.21
30.93,1.31,-1.67
31.19,-0.32,-0.55
31.32,-1.135,0.01
31.385,-1.5425,0.29
31.4175,-1.7462,0.43
31.45,-1.95,0.57
34.72,0.38,0.6
36.355,1.545,0.615
37.1725,2.1275,0.6225
37.5812,2.4188,0.6262
37.7856,2.5644,0.6281
37.8878,2.6372,0.629
37.9389,2.6736,0.6295
37.9644,2.6918,0.6298
37.99,2.71,0.63
34.56,-2.63,0.03
36.95,-2.01,-0.71
34.58,-0.55,-0.23
32.01,-0.57,-0.82
35.15,0.57,-0.7
33.93,1.025,-0.135
33.32,1.2525,0.1475
33.015,1.3662,0.2888
32.8625,1.4231,0.3594
32.7862,1.4516,0.3947
32.7481,1.4658,0.4124
32.71,1.48,0.43
31.605,0.145,0.525
30.5,-1.19,0.62
31.45,-0.12,1.04
32.62,-1.53,0.98
35.12,2.78,1.09
33.43,-0.89,0.65
34.88,-0.2,-0.49
30.82,2.16,0.46
32.55,-0.82,0.54
31.34,0.03,0.57
32.12,-2.52,0.48
30.32,-0.54,0.68
31.72,-1.86,0.87
32.91,-0.24,0.83
34.47,-1.6,0.77
34.0,-1.75,0.38
34.49,-0.96,0.01
35.31,0.0,-0.44
32.24,-2.07,0.57
32.94,-2.54,-0.74
33.95,-2.7,-0.87
32.28,-1.61,-0.1
33.43,-0.51,0.08
34.16,1.13,-0.03
32.995,0.81,-0.57
32.4125,0.65,-0.84
32.1213,0.57,-0.975
31.9756,0.53,-1.0425
31.9028,0.51,-1.0762
31.8664,0.5,-1.0931
31.8482,0.495,-1.1016
31.8391,0.4925,-1.1058
31.83,0.49,-1.11
32.675,-0.56,-1.135
33.52,-1.61,-1.16
32.665,-0.52,-0.58
32.2375,0.025,-0.29
32.0238,0.2975,-0.145
31.9169,0.4338,-0.0725
31.81,0.57,0.0
32.315,-1.09,-0.35
32.82,-2.75,-0.7
35.22,-2.17,-0.31
37.02,-1.49,-0.73
34.74,-1.4,-0.83
33.6,-1.355,-0.88
32.46,-1.31,-0.93
34.56,-1.285,-0.265
35.61,-1.2725,0.0675
36.135,-1.2662,0.2338
36.3975,-1.2631,0.3169
36.66,-1.26,0.4
35.49,-0.82,-0.08
36.05,0.19,0.2
33.7,-2.2,-0.43
33.0,1.46,0.06
33.91,-5.35,-0.13
35.195,-2.475,0.14
35.8375,-1.0375,0.275
36.48,0.4,0.41
38.31,-0.41,-0.98
35.525,-0.395,-0.845
34.1325,-0.3875,-0.7775
33.4362,-0.3838,-0.7437
33.0881,-0.3819,-0.7268
32.9141,-0.381,-0.7184
32.827,-0.3805,-0.7142
32.7835,-0.3802,-0.7121
32.74,-0.38,-0.71
29.51,-1.15,0.0
32.51,-0.98,-0.51
31.74,-0.73,-0.32
32.49,1.44,-0.38
32.94,2.39,-0.68
31.88,1.15,0.65
27.61,0.6,0.35
30.97,0.76,-0.03
31.41,0.295,0.0
31.63,0.0625,0.015
31.74,-0.0538,0.0225
31.795,-0.1119,0.0262
31.8225,-0.141,0.0281
31.8362,-0.1555,0.029
31.8431,-0.1628,0.0295
31.8466,-0.1664,0.0298
31.85,-0.17,0.03
30.79,-0.905,-0.01
30.26,-1.2725,-0.03
29.995,-1.4562,-0.04
29.73,-1.64,-0.05
28.88,-2.95,0.03
32.67,-0.63,-1.05
30.8,-0.65,-0.52
31.77,-0.815,-0.86
32.74,-0.98,-1.2
29.98,-0.52,-1.03
29.91,-0.4,-0.65
29.22,-3.99,-1.08
31.49,-0.68,-0.92
31.76,-3.61,-1.37
31.38,-2.07,-1.29
30.805,-1.855,0.07
30.5175,-1.7475,0.75
30.3738,-1.6938,1.09
30.3019,-1.6669,1.26
30.266,-1.6534,1.345
30.248,-1.6467,1.3875
30.23,-1.64,1.43
31.88,-3.37,1.15
32.87,1.6,2.0
33.68,-0.74,0.62
31.42,-1.16,0.78
31.09,0.97,1.46
30.05,2.31,1.77
32.48,2.73,1.04
33.34,3.24,0.98
31.615,0.485,0.26
30.7525,-0.8925,-0.1
30.3212,-1.5812,-0.28
30.1056,-1.9256,-0.37
29.9978,-2.0978,-0.415
29.9439,-2.1839,-0.4375
29.917,-2.227,-0.4488
29.9035,-2.2485,-0.4544
29.8968,-2.2592,-0.4572
29.89,-2.27,-0.46
31.49,-5.6,0.3
31.885,-0.83,0.215
32.0825,1.555,0.1725
32.1813,2.7475,0.1512
32.2306,3.3438,0.1406
32.2553,3.6419,0.1353
32.2677,3.791,0.1326
32.2738,3.8655,0.1313
32.28,3.94,0.13
31.61,2.5,0.57
29.46,0.17,0.06
33.14,-1.35,0.43
30.48,1.6,-0.2
33.93,1.9,-0.26
33.91,1.95,-0.62
34.65,1.82,-0.8
32.96,0.96,-0.54
31.13,-1.2,-0.65
32.35,1.33,-1.27
31.615,1.605,-1.105
31.2475,1.7425,-1.0225
30.88,1.88,-0.94
31.885,0.97,-0.795
32.3875,0.515,-0.7225
32.6388,0.2875,-0.6862
32.7644,0.1737,-0.6681
32.8272,0.1168,-0.659
32.89,0.06,-0.65
29.35,-3.88,-0.77
30.91,-3.24,-0.91
31.86,-1.55,-0.89
30.77,-1.75,-1.15
29.51,0.27,-0.52
29.33,-2.23,-1.13
28.81,-4.36,-0.52
28.51,-3.77,-1.71
29.27,-2.56,-0.93
29.65,-1.955,-0.54
30.03,-1.35,-0.15
27.82,-2.1,-0.06
29.64,-0.01,-0.49
28.82,-0.055,-0.26
28.41,-0.0775,-0.145
28.205,-0.0888,-0.0875
28.1025,-0.0944,-0.0588
28.0512,-0.0972,-0.0444
28.0,-0.1,-0.03
28.02,-3.68,-0.06
27.4,-2.71,0.225
26.78,-1.74,0.51
28.08,-0.74,0.93
28.9,-2.88,0.21
28.01,-2.86,0.29
27.565,-2.85,0.33
27.12,-2.84,0.37
28.15,-1.22,0.46
29.55,-2.26,0.24
30.79,-0.73,0.28
30.98,-3.42,0.23
30.66,-2.67,0.17
32.8,0.55,-0.06
31.325,-1.04,-0.095
29.85,-2.63,-0.13
32.105,0.215,-0.015
33.2325,1.6375,0.0425
33.7962,2.3488,0.0713
34.0781,2.7044,0.0856
34.219,2.8822,0.0928
34.2895,2.9711,0.0964
34.3247,3.0156,0.0982
34.36,3.06,0.1
33.16,0.89,-0.57
31.56,-0.37,-0.98
29.42,2.17,-0.52
29.55,0.07,-0.19
28.29,0.46,-0.31
28.45,0.24,0.15
28.38,0.23,0.06
25.11,2.74,0.74
27.18,3.03,0.46
26.64,3.99,0.46
29.12,3.95,1.53
29.13,4.36,1.92
33.11,2.835,1.73
35.1,2.0725,1.635
36.095,1.6912,1.5875
36.5925,1.5006,1.5638
36.8412,1.4053,1.5519
36.9656,1.3576,1.546
37.09,1.31,1.54
36.43,2.16,0.81
35.15,-0.32,0.68
34.36,1.71,0.2
28.94,1.53,1.09
30.53,3.135,1.35
32.12,4.74,1.61
32.44,2.86,1.25
32.76,0.98,0.89
32.57,1.64,0.03
31.88,2.64,0.35
31.0,1.82,0.405
30.56,1.41,0.4325
30.34,1.205,0.4462
30.23,1.1025,0.4531
30.175,1.0512,0.4566
30.1475,1.0256,0.4583
30.1338,1.0128,0.4592
30.12,1.0,0.46
29.78,0.7,0.52
31.69,-0.27,0.3
30.14,-1.79,0.82
30.82,-2.11,-0.03
28.67,-2.63,0.06
30.48,1.25,-0.31
28.24,-3.1,0.19
29.19,-0.96,0.23
24.43,-0.2,0.65
23.825,-2.645,1.73
23.5225,-3.8675,2.27
23.22,-5.09,2.81
24.84,-3.31,2.74
29.91,-1.9,2.86
30.12,-0.74,3.75
31.67,-0.01,3.24
33.61,-1.37,2.2
32.64,1.59,2.4
31.525,1.47,1.93
30.41,1.35,1.46
29.98,-0.175,0.92
29.765,-0.9375,0.65
29.6575,-1.3188,0.515
29.6038,-1.5094,0.4475
29.55,-1.7,0.38
30.07,-1.74,0.6
30.59,-1.78,0.82
31.2,-1.7,0.65
30.285,0.22,0.93
29.8275,1.18,1.07
29.5988,1.66,1.14
29.4844,1.9,1.175
29.4272,2.02,1.1925
29.3986,2.08,1.2012
29.3843,2.11,1.2056
29.3772,2.125,1.2078
29.3736,2.1325,1.2089
29.3718,2.1362,1.2094
29.3709,2.1381,1.2097
29.3704,2.139,1.2098
29.3702,2.1395,1.2099
29.3701,2.1398,1.21
29.37,2.1399,1.21
29.37,2.1399,1.21
29.37,2.14,1.21
28.74,2.85,1.38
26.84,2.03,1.51
29.62,2.05,1.71
29.21,0.37,1.66
28.72,0.41,1.22
28.67,0.63,1.27
28.61,0.94,1.07
30.14,-1.42,0.76
28.98,-1.565,1.945
28.4,-1.6375,2.5375
28.11,-1.6738,2.8338
27.965,-1.6919,2.9819
27.8925,-1.701,3.056
27.8562,-1.7055,3.093
27.8381,-1.7078,3.1115
27.829,-1.7089,3.1208
27.8245,-1.7094,3.1254
27.82,-1.71,3.13
27.805,-0.28,2.505
27.7975,0.435,2.1925
27.7938,0.7925,2.0362
27.7919,0.9712,1.9581
27.791,1.0606,1.919
27.7905,1.1053,1.8995
27.7902,1.1276,1.8898
27.7901,1.1388,1.8849
27.79,1.1444,1.8824
27.79,1.1472,1.8812
27.79,1.1486,1.8806
27.79,1.15,1.88
27.475,0.79,1.64
27.16,0.43,1.4
27.07,0.19,1.17
26.98,-0.05,0.94
27.12,-0.35,0.43
27.11,0.37,0.76
28.6,-0.085,0.68
29.345,-0.3125,0.64
29.7175,-0.4262,0.62
29.9038,-0.4831,0.61
29.9969,-0.5115,0.605
30.0434,-0.5257,0.6025
30.0667,-0.5329,0.6013
30.0784,-0.5365,0.6006
30.0842,-0.5382,0.6003
30.0871,-0.5391,0.6002
30.0886,-0.5396,0.6001
30.0893,-0.5398,0.6
30.0896,-0.5399,0.6
30.0898,-0.54,0.6
30.0899,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
30.09,-0.54,0.6
32.155,-0.96,0.545
34.22,-1.38,0.49
32.51,-1.82,0.59
31.15,-0.96,0.49
31.69,-3.55,-0.08
34.7,-2.42,0.05
36.14,1.21,0.51
36.73,-4.12,-1.02
31.29,-1.04,-0.08
32.35,0.0,0.22
32.88,0.52,0.37
33.41,1.04,0.52
34.27,-0.73,0.35
34.97,1.09,0.63
34.76,-0.54,0.76
32.94,-2.1,1.04
35.175,-1.755,1.155
37.41,-1.41,1.27
36.46,-0.68,0.85
36.77,-1.85,0.68
36.22,-1.555,0.72
35.67,-1.26,0.76
33.25,0.48,-0.31
35.815,1.66,-0.09
37.0975,2.25,0.02
37.7387,2.545,0.075
38.0594,2.6925,0.1025
38.2197,2.7662,0.1162
38.2999,2.8031,0.1231
38.38,2.84,0.13
37.65,2.94,-0.43
37.31,1.49,-0.46
33.48,2.94,-0.13
32.21,3.05,0.08
33.87,2.58,0.45
34.7,2.345,0.635
35.53,2.11,0.82
34.55,1.915,1.29
33.57,1.72,1.76
35.96,1.47,1.72
33.5,0.54,1.18
34.92,1.92,0.92
34.18,0.74,0.96
35.74,-1.65,0.44
34.09,-1.54,0.38
33.21,-0.81,0.41
33.93,-1.56,0.3
35.03,2.87,0.38
36.94,0.585,0.45
37.895,-0.5575,0.485
38.3725,-1.1288,0.5025
38.6112,-1.4144,0.5112
38.7306,-1.5572,0.5156
38.7903,-1.6286,0.5178
38.85,-1.7,0.52
37.0,-0.35,1.24
36.64,-1.27,1.53
36.95,-0.52,1.29
37.18,-0.93,1.2
36.64,-0.76,1.36
37.27,-0.87,0.71
35.64,0.0,0.76
34.7,-0.37,0.31
35.55,-0.15,0.27
34.56,0.71,0.27
35.06,1.54,0.13
36.48,-0.65,0.03
34.9,0.27,-0.1
34.22,3.61,0.35
35.585,2.845,0.49
36.95,2.08,0.63
35.225,1.925,0.615
34.3625,1.8475,0.6075
33.9312,1.8088,0.6038
33.7156,1.7894,0.6019
33.6078,1.7797,0.601
33.5539,1.7748,0.6005
33.527,1.7724,0.6002
33.5,1.77,0.6
34.695,1.185,0.4
35.2925,0.8925,0.3
35.5912,0.7462,0.25
35.89,0.6,0.2
35.15,1.15,0.6
35.98,-0.15,0.32
35.46,-1.055,0.435
35.2,-1.5075,0.4925
35.07,-1.7338,0.5212
34.94,-1.96,0.55
34.775,-0.32,0.905
34.6925,0.5,1.0825
34.6513,0.91,1.1713
34.61,1.32,1.26
34.63,-1.38,1.35
36.77,-1.22,1.04
36.61,-0.89,1.09
37.04,-0.94,0.65
35.64,-0.65,0.98
36.12,-0.35,0.81
33.52,-0.19,1.09
35.74,0.21,1.09
37.29,-0.68,0.8
38.19,0.65,0.71
37.83,-2.94,0.7
36.62,0.13,0.87
37.31,0.2,0.24
34.58,-0.38,0.65
35.205,0.475,1.035
35.5175,0.9025,1.2275
35.83,1.33,1.42
34.675,0.91,1.495
33.52,0.49,1.57
35.67,0.46,1.53
36.71,0.06,1.48
35.58,-0.27,0.87
34.63,-0.26,0.41
31.6,-0.28,0.88
32.69,0.3,0.74
35.6,3.39,0.31
34.38,0.6,0.71
35.73,0.06,0.55
34.63,2.89,0.82
38.6,1.97,-0.26
33.3,3.1,1.13
34.1,1.92,1.055
34.5,1.33,1.0175
34.7,1.035,0.9988
34.9,0.74,0.98
34.52,1.64,1.3
31.02,0.96,0.71
34.81,2.41,-0.31
34.13,2.29,-0.14
33.79,2.23,-0.055
33.62,2.2,-0.0125
33.45,2.17,0.03
35.46,2.86,-0.38
34.29,3.33,-0.86
33.91,0.52,-1.11
33.43,3.04,-1.11
32.37,2.18,-0.77
31.31,1.32,-0.43
32.37,1.42,0.68
39.28,-0.86,0.92
38.39,1.54,0.49
37.945,2.74,0.275
37.7225,3.34,0.1675
37.6112,3.64,0.1138
37.5556,3.79,0.0869
37.5,3.94,0.06
37.14,3.39,-0.31
37.49,3.44,-0.31
35.88,3.055,-0.47
35.075,2.8625,-0.55
34.6725,2.7662,-0.59
34.4712,2.7181,-0.61
34.3706,2.694,-0.62
34.27,2.67,-0.63
33.41,-0.055,-1.145
32.98,-1.4175,-1.4025
32.765,-2.0988,-1.5312
32.55,-2.78,-1.66
32.85,-4.05,-1.51
32.35,-0.55,-1.48
33.37,1.4,-1.47
36.8,2.29,-1.7
34.67,2.09,-2.04
34.41,1.95,-1.76
35.06,0.68,-2.27
33.82,0.88,-1.87
35.89,0.55,-1.74
37.58,0.28,-2.15
36.8,-0.54,-2.94
37.56,-0.03,-3.42
34.56,1.2,-3.07
31.34,-0.03,-2.85
30.59,3.68,-2.69
31.61,2.31,-2.67
33.19,3.68,-2.51
32.13,2.97,-2.08
34.22,-0.96,-2.52
34.68,1.22,-2.63
33.82,1.52,-3.02
33.73,0.98,-2.6
32.65,2.77,-2.92
31.63,2.34,-3.33
31.7,0.15,-3.53
33.065,1.805,-3.255
34.43,3.46,-2.98
32.13,1.03,-3.35
33.55,0.93,-3.72
32.35,-1.76,-3.26
31.04,0.81,-2.74
29.21,-1.15,-2.85
31.09,-1.18,-2.37
32.44,-1.2,-2.0
33.93,0.65,-1.92
33.21,1.0,-1.98
31.6,-0.68,-2.2
30.91,-2.71,-2.41
32.83,1.36,-2.11
32.725,1.145,-1.855
32.6725,1.0375,-1.7275
32.6462,0.9838,-1.6638
32.6331,0.9569,-1.6319
32.6265,0.9434,-1.616
32.62,0.93,-1.6
33.32,-0.08,-1.54
29.72,-0.44,-1.04
27.92,-0.62,-0.79
26.12,-0.8,-0.54
28.545,-1.72,-0.545
29.7575,-2.18,-0.5475
30.3638,-2.41,-0.5488
30.6669,-2.525,-0.5494
30.97,-2.64,-0.55
29.71,-1.635,-0.27
28.45,-0.63,0.01
30.955,-1.285,-0.255
32.2075,-1.6125,-0.3875
33.46,-1.94,-0.52
33.37,-0.21,-0.2
33.84,-0.98,-1.08
33.6,-2.495,-1.415
33.36,-4.01,-1.75
31.54,-3.57,-2.63
33.25,0.03,-2.4
30.535,-0.805,-1.32
29.1775,-1.2225,-0.78
28.4988,-1.4312,-0.51
28.1594,-1.5356,-0.375
27.82,-1.64,-0.24
28.31,-1.4,0.43
32.01,-1.15,0.54
26.69,-5.4,0.87
28.325,-4.145,1.135
29.96,-2.89,1.4
33.61,0.27,1.84
34.58,-2.56,0.63
32.65,-2.43,0.73
35.62,-2.54,0.27
33.92,-1.32,-0.065
32.22,-0.1,-0.4
33.36,-0.255,0.46
33.93,-0.3325,0.89
34.215,-0.3712,1.105
34.3575,-0.3906,1.2125
34.4288,-0.4003,1.2662
34.5,-0.41,1.32
35.17,-0.12,0.97
36.01,0.43,0.34
34.88,2.735,0.245
33.75,5.04,0.15
33.21,5.97,0.08
30.41,3.26,0.54
30.615,2.725,0.555
30.7175,2.4575,0.5625
30.7688,2.3238,0.5662
30.7944,2.2569,0.5681
30.8072,2.2234,0.5691
30.8136,2.2067,0.5696
30.82,2.19,0.57
33.14,2.69,0.43
33.12,-0.46,0.27
32.37,-0.15,0.15
31.58,-0.78,0.01
31.625,-1.33,-0.045
31.6475,-1.605,-0.0725
31.6588,-1.7425,-0.0862
31.6644,-1.8112,-0.0931
31.6672,-1.8456,-0.0966
31.6686,-1.8628,-0.0983
31.6693,-1.8714,-0.0992
31.6696,-1.8757,-0.0996
31.67,-1.88,-0.1
33.39,-1.68,-0.1
33.86,1.7,0.15
32.44,0.87,-0.63
33.5,0.27,-0.68
33.32,1.63,-0.71
31.7,-0.4,-1.0
30.0,1.18,-0.65
32.64,-0.49,-0.32
32.01,2.49,-0.41
31.72,-2.48,-0.54
32.46,-1.7,-0.82
31.27,0.41,-0.49
34.41,0.15,-1.65
39.71,0.08,-2.72
38.92,-1.35,-2.96
31.99,-1.1,-3.33
32.52,-0.24,-2.535
32.785,0.19,-2.1375
32.9175,0.405,-1.9388
32.9838,0.5125,-1.8394
33.05,0.62,-1.74
32.18,-0.935,-1.965
31.31,-2.49,-2.19
29.66,-0.83,-1.75
29.82,-0.21,-1.55
32.51,-1.38,-2.04
32.69,-0.82,-1.26
34.67,-1.66,-1.92
33.73,-0.91,-2.52
35.83,0.27,-2.75
34.89,0.355,-3.075
33.95,0.44,-3.4
34.535,-1.27,-2.905
35.12,-2.98,-2.41
34.095,-2.065,-1.65
33.07,-1.15,-0.89
34.38,-1.71,-1.05
34.31,-0.48,-1.05
35.91,-1.05,-0.89
34.4,-0.63,-0.74
33.75,-1.2,-1.03
34.12,0.35,-1.335
34.305,1.125,-1.4875
34.3975,1.5125,-1.5638
34.4438,1.7062,-1.6019
34.4669,1.8031,-1.621
